Stock,MeanReturn
HDFCBANK.NS,9.572385193558618e-05
HINDUNILVR.NS,2.2266775213486106e-05
ICICIBANK.NS,0.0006950180439670641
INFY.NS,0.00014335549608620186
ITC.NS,0.0005182599043639997
NESTLEIND.NS,0.0003704415318903481
SBIN.NS,0.0010101774576408565
TCS.NS,-4.164204722592898e-05
WIPRO.NS,0.0001217266331653841
