Stock,Volatility
HDFCBANK.NS,0.013105482101887299
HINDUNILVR.NS,0.012605335484954858
ICICIBANK.NS,0.01312614275025934
INFY.NS,0.015299433854449965
ITC.NS,0.012629225107166079
NESTLEIND.NS,0.011739147190703885
SBIN.NS,0.015807380634733588
TCS.NS,0.013195426066399516
WIPRO.NS,0.01625953404512848
